PdfType: central
Format: lhagrid1
---
5.000000e-06 6.469340e-06 8.370580e-06 1.083050e-05 1.401320e-05 1.813100e-05 2.345850e-05 3.035090e-05 3.926760e-05 5.080240e-05 6.572330e-05 8.502270e-05 1.099830e-04 1.422610e-04 1.839950e-04 2.379440e-04 3.076670e-04 3.977440e-04 5.140700e-04 6.642160e-04 8.578820e-04 1.107470e-03 1.428790e-03 1.847940e-03 2.379570e-03 3.060350e-03 3.929800e-03 5.036510e-03 6.439470e-03 8.208290e-03 1.042490e-02 1.318030e-02 1.657460e-02 2.071300e-02 2.570030e-02 3.166080e-02 3.860010e-02 4.666620e-02 5.587900e-02 6.626100e-02 7.781050e-02 9.050080e-02 1.042750e-01 1.191680e-01 1.349350e-01 1.516740e-01 1.692700e-01 1.876580e-01 2.067780e-01 2.265720e-01 2.469860e-01 2.679650e-01 2.894600e-01 3.112310e-01 3.336210e-01 3.564040e-01 3.795630e-01 4.031000e-01 4.269440e-01 4.510730e-01 4.754690e-01 5.001130e-01 5.249900e-01 5.500860e-01 5.753850e-01 6.009230e-01 6.264810e-01 6.523530e-01 6.783700e-01 7.045280e-01 7.308230e-01 7.572480e-01 7.837670e-01 8.105000e-01 8.372600e-01 8.641380e-01 8.911230e-01 9.182080e-01 9.453860e-01 9.726560e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21 
  0.00000000e+00  0.00000000e+00  1.81188953e-02  7.97276347e-02  7.97273344e-02  8.10093941e-02  8.06322965e-02  1.81188953e-02  0.00000000e+00  0.00000000e+00 -1.85731259e-04
  0.00000000e+00  3.77493581e-02  5.60161454e-02  1.17784457e-01  1.17782809e-01  1.19163582e-01  1.18764576e-01  5.60161454e-02  3.77493581e-02  0.00000000e+00  9.25325477e-01
  0.00000000e+00  9.54201293e-02  1.13829889e-01  1.75747543e-01  1.75744612e-01  1.77226645e-01  1.76805419e-01  1.13829889e-01  9.54201293e-02  0.00000000e+00  2.45461938e+00
  0.00000000e+00  1.76288206e-01  1.94834988e-01  2.56897883e-01  2.56893768e-01  2.58478193e-01  2.58035024e-01  1.94834988e-01  1.76288206e-01  0.00000000e+00  4.73440024e+00
  0.00000000e+00  2.84253918e-01  3.02934193e-01  3.65136171e-01  3.65131468e-01  3.66818396e-01  3.66352817e-01  3.02934193e-01  2.84253918e-01  0.00000000e+00  7.92826644e+00
  0.00000000e+00  4.23707593e-01  4.42509510e-01  5.04854077e-01  5.04847786e-01  5.06637809e-01  5.06148519e-01  4.42509510e-01  4.23707593e-01  0.00000000e+00  1.22136482e+01
  0.00000000e+00  5.99556570e-01  6.18499411e-01  6.80959687e-01  6.80950178e-01  6.82852774e-01  6.82344601e-01  6.18499411e-01  5.99556570e-01  0.00000000e+00  1.77810008e+01
  0.00000000e+00  8.17266657e-01  8.36321221e-01  8.98919112e-01  8.98910634e-01  9.00922175e-01  9.00386672e-01  8.36321221e-01  8.17266657e-01  0.00000000e+00  2.48343546e+01
  3.05167642e-01  1.11445610e+00  1.13364027e+00  1.19636636e+00  1.19635426e+00  1.19850540e+00  1.19794381e+00  1.13364027e+00  1.11445610e+00  3.05167642e-01  3.40404117e+01
