PdfType: central
Format: lhagrid1
---
5.000000e-06 6.469340e-06 8.370580e-06 1.083050e-05 1.401320e-05 1.813100e-05 2.345850e-05 3.035090e-05 3.926760e-05 5.080240e-05 6.572330e-05 8.502270e-05 1.099830e-04 1.422610e-04 1.839950e-04 2.379440e-04 3.076670e-04 3.977440e-04 5.140700e-04 6.642160e-04 8.578820e-04 1.107470e-03 1.428790e-03 1.847940e-03 2.379570e-03 3.060350e-03 3.929800e-03 5.036510e-03 6.439470e-03 8.208290e-03 1.042490e-02 1.318030e-02 1.657460e-02 2.071300e-02 2.570030e-02 3.166080e-02 3.860010e-02 4.666620e-02 5.587900e-02 6.626100e-02 7.781050e-02 9.050080e-02 1.042750e-01 1.191680e-01 1.349350e-01 1.516740e-01 1.692700e-01 1.876580e-01 2.067780e-01 2.265720e-01 2.469860e-01 2.679650e-01 2.894600e-01 3.112310e-01 3.336210e-01 3.564040e-01 3.795630e-01 4.031000e-01 4.269440e-01 4.510730e-01 4.754690e-01 5.001130e-01 5.249900e-01 5.500860e-01 5.753850e-01 6.009230e-01 6.264810e-01 6.523530e-01 6.783700e-01 7.045280e-01 7.308230e-01 7.572480e-01 7.837670e-01 8.105000e-01 8.372600e-01 8.641380e-01 8.911230e-01 9.182080e-01 9.453860e-01 9.726560e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21 
  0.00000000e+00  0.00000000e+00  2.89032848e-02  1.18525317e-01  1.18524651e-01  1.19975594e-01  1.19557296e-01  2.89032848e-02  0.00000000e+00  0.00000000e+00  1.57871731e-02
  0.00000000e+00  4.81528258e-02  7.70655948e-02  1.66574013e-01  1.66572126e-01  1.68130041e-01  1.67688630e-01  7.70655948e-02  4.81528258e-02  0.00000000e+00  1.20057675e+00
  0.00000000e+00  1.19376055e-01  1.48299361e-01  2.37699187e-01  2.37695817e-01  2.39361408e-01  2.38896859e-01  1.48299361e-01  1.19376055e-01  0.00000000e+00  3.09395243e+00
  0.00000000e+00  2.17148285e-01  2.46080937e-01  3.35378163e-01  3.35373408e-01  3.37148437e-01  3.36660694e-01  2.46080937e-01  2.17148285e-01  0.00000000e+00  5.85160215e+00
  0.00000000e+00  3.45611104e-01  3.74555014e-01  4.63752810e-01  4.63746665e-01  4.65634098e-01  4.65123216e-01  3.74555014e-01  3.45611104e-01  0.00000000e+00  9.64542296e+00
  0.00000000e+00  5.09414532e-01  5.38364411e-01  6.27473653e-01  6.27467177e-01  6.29460796e-01  6.28926389e-01  5.38364411e-01  5.09414532e-01  0.00000000e+00  1.46602942e+01
  0.00000000e+00  7.13742684e-01  7.42714934e-01  8.31718536e-01  8.31709262e-01  8.33823444e-01  8.33265858e-01  7.42714934e-01  7.13742684e-01  0.00000000e+00  2.10928503e+01
  0.00000000e+00  9.64323444e-01  9.93302591e-01  1.08222020e+00  1.08221105e+00  1.08444235e+00  1.08385840e+00  9.93302591e-01  9.64323444e-01  0.00000000e+00  2.91523405e+01
  3.48720879e-01  1.30344217e+00  1.33242536e+00  1.42124216e+00  1.42122861e+00  1.42359976e+00  1.42298662e+00  1.33242536e+00  1.30344217e+00  3.48720879e-01  3.95579348e+01
  7.72436804e-01  1.71764870e+00  1.74664627e+00  1.83538237e+00  1.83537039e+00  1.83787281e+00  1.83723612e+00  1.74664627e+00  1.71764870e+00  7.72436804e-01  5.24758829e+01
  1.28212857e+00  2.21795040e+00  2.24696684e+00  2.33559299e+00  2.33558028e+00  2.33823877e+00  2.33757143e+00  2.24696684e+00  2.21795040e+00  1.28212857e+00  6.82513985e+01
  1.89020610e+00  2.81671595e+00  2.84573559e+00  2.93428138e+00  2.93426519e+00  2.93707501e+00  2.93637845e+00  2.84573559e+00  2.81671595e+00  1.89020610e+00  8.72532695e+01
  2.61014565e+00  3.52745093e+00  3.55648248e+00  3.64492274e+00  3.64490434e+00  3.64787077e+00  3.64714150e+00  3.55648248e+00  3.52745093e+00  2.61014565e+00  1.09864762e+02
  3.45648355e+00  4.36464524e+00  4.39368575e+00  4.48204315e+00  4.48202739e+00  4.48516237e+00  4.48440292e+00  4.39368575e+00  4.36464524e+00  3.45648355e+00  1.36474454e+02
  4.44478196e+00  5.34387812e+00  5.37284769e+00  5.46119648e+00  5.46116307e+00  5.46456462e+00  5.46374507e+00  5.37284769e+00  5.34387812e+00  4.44478196e+00  1.67480761e+02
  5.59160664e+00  6.48173397e+00  6.51070108e+00  6.59895534e+00  6.59892049e+00  6.60244611e+00  6.60163370e+00  6.51070108e+00  6.48173397e+00  5.59160664e+00  2.03274743e+02
  6.91429126e+00  7.79550430e+00  7.82455480e+00  7.91270514e+00  7.91269308e+00  7.91639368e+00  7.91552510e+00  7.82455480e+00  7.79550430e+00  6.91429126e+00  2.44249275e+02
  8.43146286e+00  9.30375533e+00  9.33286608e+00  9.42085939e+00  9.42083130e+00  9.42475262e+00  9.42385823e+00  9.33286608e+00  9.30375533e+00  8.43146286e+00  2.90780414e+02
  1.01617003e+01  1.10252417e+01  1.10544054e+01  1.11423469e+01  1.11423172e+01  1.11463807e+01  1.11454620e+01  1.10544054e+01  1.10252417e+01  1.01617003e+01  3.43234786e+02
  1.21249253e+01  1.29797705e+01  1.30089365e+01  1.30967943e+01  1.30967486e+01  1.31010762e+01  1.31001092e+01  1.30089365e+01  1.29797705e+01  1.21249253e+01  4.01954755e+02
  1.43411854e+01  1.51873386e+01  1.52166204e+01  1.53042680e+01  1.53042553e+01  1.53088198e+01  1.53077965e+01  1.52166204e+01  1.51873386e+01  1.43411854e+01  4.67256553e+02
  1.68308879e+01  1.76684654e+01  1.76976542e+01  1.77853207e+01  1.77852850e+01  1.77900616e+01  1.77889880e+01  1.76976542e+01  1.76684654e+01  1.68308879e+01  5.39427488e+02
  1.96144599e+01  2.04435608e+01  2.04726941e+01  2.05602884e+01  2.05602312e+01  2.05652922e+01  2.05641847e+01  2.04726941e+01  2.04435608e+01  1.96144599e+01  6.18727457e+02
  0.00000000e+00  0.00000000e+00  2.90061389e-02  1.18303477e-01  1.18302240e-01  1.19968168e-01  1.19491905e-01  2.90061389e-02  0.00000000e+00  0.00000000e+00  1.85546026e-02
  0.00000000e+00  4.73600288e-02  7.63723185e-02  1.65554724e-01  1.65552091e-01  1.67340342e-01  1.66838204e-01  7.63723185e-02  4.73600288e-02  0.00000000e+00  1.18718192e+00
  0.00000000e+00  1.16585002e-01  1.45604328e-01  2.34676430e-01  2.34672759e-01  2.36583393e-01  2.36055467e-01  1.45604328e-01  1.16585002e-01  0.00000000e+00  3.03088505e+00
  0.00000000e+00  2.10794915e-01  2.39824300e-01  3.28790239e-01  3.28785170e-01  3.30821364e-01  3.30267163e-01  2.39824300e-01  2.10794915e-01  0.00000000e+00  5.69023502e+00
  0.00000000e+00  3.33715875e-01  3.62750988e-01  4.51618237e-01  4.51611622e-01  4.53772296e-01  4.53192028e-01  3.62750988e-01  3.33715875e-01  0.00000000e+00  9.31918786e+00
  0.00000000e+00  4.89507700e-01  5.18551823e-01  6.07320813e-01  6.07312279e-01  6.09607219e-01  6.08999976e-01  5.18551823e-01  4.89507700e-01  0.00000000e+00  1.40821647e+01
  0.00000000e+00  6.82796039e-01  7.11857266e-01  8.00525013e-01  8.00511579e-01  8.02940985e-01  8.02308011e-01  7.11857266e-01  6.82796039e-01  0.00000000e+00  2.01525658e+01
  0.00000000e+00  9.18679336e-01  9.47740507e-01  1.03631845e+00  1.03630720e+00  1.03887755e+00  1.03821592e+00  9.47740507e-01  9.18679336e-01  0.00000000e+00  2.77133071e+01
  3.26953889e-01  1.23641747e+00  1.26549104e+00  1.35397398e+00  1.35396119e+00  1.35667550e+00  1.35598416e+00  1.26549104e+00  1.23641747e+00  3.26953889e-01  3.74165470e+01
  7.22340472e-01  1.62268883e+00  1.65175473e+00  1.74014252e+00  1.74012963e+00  1.74301156e+00  1.74228932e+00  1.65175473e+00  1.62268883e+00  7.22340472e-01  4.93936927e+01
  1.19578150e+00  2.08709813e+00  2.11618668e+00  2.20448821e+00  2.20447113e+00  2.20750552e+00  2.20675470e+00  2.11618668e+00  2.08709813e+00  1.19578150e+00  6.39414005e+01
  1.75814391e+00  2.64052141e+00  2.66962869e+00  2.75782061e+00  2.75780486e+00  2.76102731e+00  2.76023798e+00  2.66962869e+00  2.64052141e+00  1.75814391e+00  8.13735124e+01
  2.42114343e+00  3.29467239e+00  3.32377271e+00  3.41188381e+00  3.41186563e+00  3.41527384e+00  3.41444726e+00  3.32377271e+00  3.29467239e+00  2.42114343e+00  1.02012817e+02
  3.19732411e+00  4.06207858e+00  4.09118712e+00  4.17919708e+00  4.17917513e+00  4.18278494e+00  4.18192523e+00  4.09118712e+00  4.06207858e+00  3.19732411e+00  1.26184535e+02
  4.10006203e+00  4.95609588e+00  4.98522785e+00  5.07315834e+00  5.07313361e+00  5.07693256e+00  5.07603638e+00  4.98522785e+00  4.95609588e+00  4.10006203e+00  1.54216526e+02
  5.14347608e+00  5.99087811e+00  6.02002086e+00  6.10785238e+00  6.10782710e+00  6.11183158e+00  6.11089727e+00  6.02002086e+00  5.99087811e+00  5.14347608e+00  1.86428320e+02
  6.34239247e+00  7.18122708e+00  7.21026869e+00  7.29806717e+00  7.29805321e+00  7.30225289e+00  7.30127122e+00  7.21026869e+00  7.18122708e+00  6.34239247e+00  2.23137130e+02
  7.71221669e+00  8.54236021e+00  8.57158485e+00  8.65929617e+00  8.65925815e+00  8.66368522e+00  8.66264902e+00  8.57158485e+00  8.54236021e+00  7.71221669e+00  2.64637380e+02
  9.26866473e+00  1.00905693e+01  1.01196748e+01  1.02073341e+01  1.02072634e+01  1.02119352e+01  1.02108623e+01  1.01196748e+01  1.00905693e+01  9.26866473e+00  3.11220758e+02
  1.10283423e+01  1.18417802e+01  1.18709820e+01  1.19583955e+01  1.19583623e+01  1.19633773e+01  1.19622621e+01  1.18709820e+01  1.18417802e+01  1.10283423e+01  3.63145811e+02
  1.30076367e+01  1.38126187e+01  1.38419606e+01  1.39292967e+01  1.39292754e+01  1.39344724e+01  1.39333016e+01  1.38419606e+01  1.38126187e+01  1.30076367e+01  4.20650727e+02
  1.52231723e+01  1.60199585e+01  1.60491298e+01  1.61365170e+01  1.61364533e+01  1.61419165e+01  1.61407435e+01  1.60491298e+01  1.60199585e+01  1.52231723e+01  4.83946787e+02
  1.76915974e+01  1.84801212e+01  1.85094312e+01  1.85965942e+01  1.85965242e+01  1.86023490e+01  1.86011103e+01  1.85094312e+01  1.84801212e+01  1.76915974e+01  5.53205089e+02
  0.00000000e+00  0.00000000e+00  2.90928839e-02  1.18053613e-01  1.18051777e-01  1.19961736e-01  1.19420612e-01  2.90928839e-02  0.00000000e+00  0.00000000e+00  2.18124178e-02
