PdfType: central
Format: lhagrid1
---
5.000000e-06 6.469340e-06 8.370580e-06 1.083050e-05 1.401320e-05 1.813100e-05 2.345850e-05 3.035090e-05 3.926760e-05 5.080240e-05 6.572330e-05 8.502270e-05 1.099830e-04 1.422610e-04 1.839950e-04 2.379440e-04 3.076670e-04 3.977440e-04 5.140700e-04 6.642160e-04 8.578820e-04 1.107470e-03 1.428790e-03 1.847940e-03 2.379570e-03 3.060350e-03 3.929800e-03 5.036510e-03 6.439470e-03 8.208290e-03 1.042490e-02 1.318030e-02 1.657460e-02 2.071300e-02 2.570030e-02 3.166080e-02 3.860010e-02 4.666620e-02 5.587900e-02 6.626100e-02 7.781050e-02 9.050080e-02 1.042750e-01 1.191680e-01 1.349350e-01 1.516740e-01 1.692700e-01 1.876580e-01 2.067780e-01 2.265720e-01 2.469860e-01 2.679650e-01 2.894600e-01 3.112310e-01 3.336210e-01 3.564040e-01 3.795630e-01 4.031000e-01 4.269440e-01 4.510730e-01 4.754690e-01 5.001130e-01 5.249900e-01 5.500860e-01 5.753850e-01 6.009230e-01 6.264810e-01 6.523530e-01 6.783700e-01 7.045280e-01 7.308230e-01 7.572480e-01 7.837670e-01 8.105000e-01 8.372600e-01 8.641380e-01 8.911230e-01 9.182080e-01 9.453860e-01 9.726560e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21 
  0.00000000e+00  0.00000000e+00  6.42997620e-02  1.64312364e-01  1.64311673e-01  1.65077778e-01  1.64914074e-01  6.42997620e-02  0.00000000e+00  0.00000000e+00 -7.32132430e-05
  0.00000000e+00  4.50331541e-02  1.08851286e-01  2.08277174e-01  2.08275266e-01  2.09123035e-01  2.08947468e-01  1.08851286e-01  4.50331541e-02  0.00000000e+00  1.11733025e+00
  0.00000000e+00  1.12928274e-01  1.76291412e-01  2.75155927e-01  2.75152761e-01  2.76086077e-01  2.75898540e-01  1.76291412e-01  1.12928274e-01  0.00000000e+00  2.92943713e+00
  0.00000000e+00  2.07281606e-01  2.70207877e-01  3.68538238e-01  3.68534086e-01  3.69554076e-01  3.69354500e-01  2.70207877e-01  2.07281606e-01  0.00000000e+00  5.59817160e+00
  0.00000000e+00  3.32369896e-01  3.94878142e-01  4.92693278e-01  4.92688237e-01  4.93796686e-01  4.93584821e-01  3.94878142e-01  3.32369896e-01  0.00000000e+00  9.30311702e+00
  0.00000000e+00  4.92996789e-01  5.55093460e-01  6.52418248e-01  6.52410762e-01  6.53606750e-01  6.53380769e-01  5.55093460e-01  4.92996789e-01  0.00000000e+00  1.42373881e+01
  0.00000000e+00  6.94516104e-01  7.56232284e-01  8.53063875e-01  8.53053027e-01  8.54349436e-01  8.54114858e-01  7.56232284e-01  6.94516104e-01  0.00000000e+00  2.06069606e+01
  0.00000000e+00  9.42870059e-01  1.00419856e+00  1.10056370e+00  1.10055650e+00  1.10194325e+00  1.10169088e+00  1.00419856e+00  9.42870059e-01  0.00000000e+00  2.86312657e+01
  3.46900852e-01  1.28043627e+00  1.34135728e+00  1.43720567e+00  1.43719579e+00  1.43870173e+00  1.43843887e+00  1.34135728e+00  1.28043627e+00  3.46900852e-01  3.90461983e+01
  7.70154658e-01  1.69445089e+00  1.75496101e+00  1.85034234e+00  1.85033169e+00  1.85193992e+00  1.85166097e+00  1.75496101e+00  1.69445089e+00  7.70154658e-01  5.20342872e+01
  1.28116236e+00  2.19633089e+00  2.25644686e+00  2.35132063e+00  2.35131007e+00  2.35305097e+00  2.35275641e+00  2.25644686e+00  2.19633089e+00  1.28116236e+00  6.79586058e+01
  1.89279389e+00  2.79892638e+00  2.85864268e+00  2.95305767e+00  2.95304309e+00  2.95490576e+00  2.95459457e+00  2.85864268e+00  2.79892638e+00  1.89279389e+00  8.72056487e+01
  2.61911894e+00  3.51630680e+00  3.57563876e+00  3.66955125e+00  3.66953511e+00  3.67153874e+00  3.67120995e+00  3.57563876e+00  3.51630680e+00  2.61911894e+00  1.10179542e+02
  3.47523960e+00  4.36355732e+00  4.42249594e+00  4.51595059e+00  4.51593786e+00  4.51808357e+00  4.51773823e+00  4.42249594e+00  4.36355732e+00  3.47523960e+00  1.37287117e+02
